"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",1408.098,1408.098,966.0139999999998,NA,NA,NA,NA,NA,442.084,NA,1470.016,1470.016,965.1949999999999,NA,NA,NA,NA,NA,504.82099999999997,NA,1686.974,1686.974,1128.549,NA,NA,NA,NA,NA,558.425,NA,1838.692,1838.692,1235.955,NA,NA,NA,NA,NA,602.7369999999999,NA,1898.885,1898.885,1218.5819999999999,NA,NA,NA,NA,NA,680.3030000000001,NA,1814.372,1814.372,1179.912,NA,NA,NA,NA,NA,634.4599999999999,NA,2043.902,2043.902,1304.9309999999998,NA,NA,NA,NA,NA,738.971,NA,2562.551,2562.551,1692.6660000000002,NA,NA,NA,NA,NA,869.885,NA,4248.387,4248.387,2581.2129999999997,NA,NA,NA,NA,NA,1667.174,NA,3118.902,3118.902,2039.719,NA,NA,NA,NA,NA,1079.183,NA,4238.817,4238.817,2708.553,NA,NA,NA,NA,NA,1530.2640000000001,NA,4148.302,4148.302,2859.88,NA,NA,NA,NA,NA,1288.422,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,163852.447,163806.386,163093.96,NA,8.734,8.734,NA,NA,703.692,46.061,183246.784,183198.806,182416.246,NA,19.362,19.362,NA,NA,763.198,47.978,187604.544,187555.287,186656.717,NA,45.859,45.859,NA,NA,852.711,49.257,180492.557,180439.671,179453.033,NA,37.36,37.36,NA,NA,949.278,52.886,189597.962,189543.569,188470.108,NA,0.685,0.685,NA,NA,1072.776,54.393,197568.887,197511.1,196307.028,NA,6.086,6.086,NA,NA,1197.986,57.787,199721.934,199662.196,198441.971,NA,12.566,12.566,NA,NA,1207.659,59.738,191353.279,191289.62,189745.338,NA,1.118,1.118,NA,NA,1543.164,63.659,172949.442,172882.097,171312.161,NA,0.019,0.019,NA,NA,1569.917,67.345,182192.111,182119.356,180720.667,NA,0.011,0.011,NA,NA,1398.678,72.755,205944.838,205871.669,204514.557,NA,0.001,0.001,NA,NA,1357.111,73.169,212297.69,212225.776,210838.24,NA,0.001,0.001,NA,NA,1387.535,71.914
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",1013.284,1013.284,1004.55,NA,8.734,8.734,NA,NA,NA,NA,1002.205,1002.205,982.8430000000001,NA,19.362,19.362,NA,NA,NA,NA,1099.272,1099.272,1053.413,NA,45.859,45.859,NA,NA,NA,NA,1169.658,1169.658,1132.298,NA,37.36,37.36,NA,NA,NA,NA,1146.979,1146.979,1146.979,NA,NA,NA,NA,NA,NA,NA,1324.343,1324.343,1318.923,NA,5.42,5.42,NA,NA,NA,NA,1383.516,1383.516,1371.629,NA,11.887,11.887,NA,NA,NA,NA,1542.954,1542.954,1542.148,NA,0.806,0.806,NA,NA,NA,NA,1565.691,1565.691,1565.6740000000002,NA,0.017,0.017,NA,NA,NA,NA,1743.527,1743.527,1743.517,NA,0.01,0.01,NA,NA,NA,NA,1823.938,1823.938,1823.938,NA,NA,NA,NA,NA,NA,NA,1959.59,1959.59,1959.5900000000001,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",5.923,5.923,5.923,NA,NA,NA,NA,NA,NA,NA,5.717,5.717,5.717,NA,NA,NA,NA,NA,NA,NA,5.148,5.148,5.148,NA,NA,NA,NA,NA,NA,NA,5.354,5.354,5.354,NA,NA,NA,NA,NA,NA,NA,5.53,5.53,5.53,NA,NA,NA,NA,NA,NA,NA,6.265,6.265,6.265,NA,NA,NA,NA,NA,NA,NA,6.489,6.489,6.489,NA,NA,NA,NA,NA,NA,NA,6.72,6.72,6.72,NA,NA,NA,NA,NA,NA,NA,6.995,6.995,6.995,NA,NA,NA,NA,NA,NA,NA,7.143,7.143,7.143,NA,NA,NA,NA,NA,NA,NA,7.343,7.343,7.343,NA,NA,NA,NA,NA,NA,NA,7.601,7.601,7.601,NA,NA,NA,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",350.465,335.055,235.586,NA,NA,NA,NA,NA,99.46900000000001,15.41,367.869,351.708,230.136,NA,NA,NA,NA,NA,121.572,16.161,359.261,343.69,227.78900000000002,NA,NA,NA,NA,NA,115.901,15.571,374.432,358.401,245.131,NA,NA,NA,NA,NA,113.27000000000001,16.031,399.558,382.443,251.98800000000003,NA,NA,NA,NA,NA,130.45499999999998,17.115,407.947,390.07,262.413,NA,NA,NA,NA,NA,127.657,17.877,425.764,406.551,270.31,NA,NA,NA,NA,NA,136.241,19.213,461.62,439.055,271.426,NA,NA,NA,NA,NA,167.629,22.565,492.704,467.669,287.72700000000003,NA,NA,NA,NA,NA,179.94199999999998,25.035,486.435,457.475,284.885,NA,NA,NA,NA,NA,172.59,28.96,500.499,471.642,295.89699999999993,NA,NA,NA,NA,NA,175.745,28.857,497.108,469.609,293.45300000000003,NA,NA,NA,NA,NA,176.156,27.499
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),160640.416,160640.416,160640.416,NA,NA,NA,NA,NA,NA,NA,179944.976,179944.976,179944.97600000002,NA,NA,NA,NA,NA,NA,NA,184074.081,184074.081,184074.081,NA,NA,NA,NA,NA,NA,NA,176737.24,176737.24,176737.24000000002,NA,NA,NA,NA,NA,NA,NA,185675.757,185675.757,185675.07200000001,NA,0.685,0.685,NA,NA,NA,NA,193276.589,193276.589,193275.923,NA,0.666,0.666,NA,NA,NA,NA,195144.969,195144.969,195144.29,NA,0.679,0.679,NA,NA,NA,NA,185927.263,185927.263,185926.95100000003,NA,0.312,0.312,NA,NA,NA,NA,167482.143,167482.143,167482.14099999997,NA,0.002,0.002,NA,NA,NA,NA,176646.393,176646.393,176646.392,NA,0.001,0.001,NA,NA,NA,NA,200271.277,200271.277,200271.27599999998,NA,0.001,0.001,NA,NA,NA,NA,206119.515,206119.515,206119.51400000002,NA,0.001,0.001,NA,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",1793.97,1793.97,1195.155,NA,NA,NA,NA,NA,598.815,NA,1878.255,1878.255,1241.635,NA,NA,NA,NA,NA,636.62,NA,2016.441,2016.441,1284.8829999999998,NA,NA,NA,NA,NA,731.558,NA,2151.853,2151.853,1321.74,NA,NA,NA,NA,NA,830.113,NA,2314.058,2314.058,1378.163,NA,NA,NA,NA,NA,935.895,NA,2496.106,2496.106,1431.4560000000001,NA,NA,NA,NA,NA,1064.65,NA,2701.295,2701.295,1635.9470000000001,NA,NA,NA,NA,NA,1065.348,NA,3354.006,3354.006,1984.913,NA,NA,NA,NA,NA,1369.093,NA,3339.111,3339.111,1956.3180000000002,NA,NA,NA,NA,NA,1382.793,NA,3243.458,3243.458,2025.153,NA,NA,NA,NA,NA,1218.305,NA,3274.034,3274.034,2101.656,NA,NA,NA,NA,NA,1172.378,NA,3645.415,3645.415,2442.3869999999997,NA,NA,NA,NA,NA,1203.028,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,30.677,0.026,0.026,NA,NA,NA,NA,NA,NA,30.651,31.844,0.027,0.027,NA,NA,NA,NA,NA,NA,31.816999999999997,33.716,0.03,0.03,NA,NA,NA,NA,NA,NA,33.686,36.887,0.032,0.032,NA,NA,NA,NA,NA,NA,36.855,37.309,0.031,0.031,NA,NA,NA,NA,NA,NA,37.278000000000006,39.945,0.035,0.035,NA,NA,NA,NA,NA,NA,39.91,40.558,0.033,0.033,NA,NA,NA,NA,NA,NA,40.525,41.129,0.035,0.035,NA,NA,NA,NA,NA,NA,41.093999999999994,42.343,0.033,0.033,NA,NA,NA,NA,NA,NA,42.31,43.832,0.037,0.037000000000000005,NA,NA,NA,NA,NA,NA,43.795,44.348,0.036,0.036000000000000004,NA,NA,NA,NA,NA,NA,44.31199999999999,44.452,0.037,0.037000000000000005,NA,NA,NA,NA,NA,NA,44.415
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,17.712,17.712,12.304,NA,NA,NA,NA,NA,5.4079999999999995,NA,15.918,15.918,10.912,NA,NA,NA,NA,NA,5.006,NA,16.625,16.625,11.373,NA,NA,NA,NA,NA,5.252000000000001,NA,17.133,17.133,11.238,NA,NA,NA,NA,NA,5.895,NA,18.771,18.771,12.345,NA,NA,NA,NA,NA,6.426,NA,17.692,17.692,12.013,NA,NA,NA,NA,NA,5.678999999999999,NA,19.343,19.343,13.273,NA,NA,NA,NA,NA,6.07,NA,19.587,19.587,13.145,NA,NA,NA,NA,NA,6.441999999999999,NA,20.455,20.455,13.273,NA,NA,NA,NA,NA,7.182,NA,21.323,21.323,13.54,NA,NA,NA,NA,NA,7.7829999999999995,NA,23.399,23.399,14.411,NA,NA,NA,NA,NA,8.988,NA,24.009,24.009,15.658,NA,NA,NA,NA,NA,8.351,NA
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales,41001.729,41001.729,NA,NA,41001.728,27259.955,13741.774,NA,NA,NA,45788.117,45788.117,NA,NA,45788.117,31258.747,14529.37,NA,NA,NA,46685.542,46685.542,NA,NA,46685.541,31317.227,15368.315,NA,NA,NA,51498.793,51498.793,NA,NA,51498.793,34736.324,16762.469,NA,NA,NA,58974.676,58974.676,NA,NA,58974.676,40247.058,18727.618,NA,NA,NA,54639.282,54639.282,NA,NA,54639.282,35508.474,19130.808,NA,NA,NA,56613.119,56613.119,NA,NA,56613.119,34914.506,21698.613,NA,NA,NA,61804.835,61804.835,NA,NA,61804.835,38455.692,23349.143,NA,NA,NA,65315.613,65315.613,NA,NA,65315.613,40781.666,24533.947,NA,NA,NA,65760.222,65760.222,NA,NA,65760.221,40872.307,24887.915,NA,NA,NA,72388.076,72388.076,NA,NA,72388.075,46125.375,26262.701,NA,NA,NA,68593.95,68593.95,NA,NA,68593.95,41700.184,26893.766,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración federal,27259.955,27259.955,NA,NA,27259.954683989225,27259.954683989225,NA,NA,NA,NA,31258.747,31258.747,NA,NA,31258.746881506704,31258.746881506704,NA,NA,NA,NA,31317.227,31317.227,NA,NA,31317.226991095435,31317.226991095435,NA,NA,NA,NA,34736.324,34736.324,NA,NA,34736.32412447485,34736.32412447485,NA,NA,NA,NA,40247.058,40247.058,NA,NA,40247.05784263797,40247.05784263797,NA,NA,NA,NA,35508.474,35508.474,NA,NA,35508.474416008015,35508.474416008015,NA,NA,NA,NA,34914.506,34914.506,NA,NA,34914.50558939423,34914.50558939423,NA,NA,NA,NA,38455.692,38455.692,NA,NA,38455.691896104254,38455.691896104254,NA,NA,NA,NA,40781.666,40781.666,NA,NA,40781.666360408606,40781.666360408606,NA,NA,NA,NA,40872.307,40872.307,NA,NA,40872.306661411225,40872.306661411225,NA,NA,NA,NA,46125.375,46125.375,NA,NA,46125.37467175403,46125.37467175403,NA,NA,NA,NA,41700.184,41700.184,NA,NA,41700.18372111705,41700.18372111705,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración estatal,13741.774,13741.774,NA,NA,13741.773542323877,NA,13741.773542323877,NA,NA,NA,14529.37,14529.37,NA,NA,14529.36991739908,NA,14529.36991739908,NA,NA,NA,15368.315,15368.315,NA,NA,15368.314500424802,NA,15368.314500424802,NA,NA,NA,16762.469,16762.469,NA,NA,16762.469033021775,NA,16762.469033021775,NA,NA,NA,18727.618,18727.618,NA,NA,18727.61773585316,NA,18727.61773585316,NA,NA,NA,19130.808,19130.808,NA,NA,19130.807637622915,NA,19130.807637622915,NA,NA,NA,21698.613,21698.613,NA,NA,21698.612957913356,NA,21698.612957913356,NA,NA,NA,23349.143,23349.143,NA,NA,23349.14315885612,NA,23349.14315885612,NA,NA,NA,24533.947,24533.947,NA,NA,24533.94655636528,NA,24533.94655636528,NA,NA,NA,24887.915,24887.915,NA,NA,24887.914610465457,NA,24887.914610465457,NA,NA,NA,26262.701,26262.701,NA,NA,26262.70062022234,NA,26262.70062022234,NA,NA,NA,26893.766,26893.766,NA,NA,26893.76588006916,NA,26893.76588006916,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Asociaciones y organizaciones civiles,318.954,318.954,NA,308.133,10.821,10.821,NA,NA,NA,NA,337.771,337.771,NA,326.312,11.459,11.459,NA,NA,NA,NA,337.149,337.149,NA,325.711,11.438,11.438,NA,NA,NA,NA,345.769,345.769,NA,334.038,11.731,11.731,NA,NA,NA,NA,379.586,379.586,NA,366.708,12.878,12.878,NA,NA,NA,NA,370.351,370.351,NA,357.787,12.564,12.564,NA,NA,NA,NA,388.127,388.127,NA,374.959,13.168,13.168,NA,NA,NA,NA,387.022,387.022,NA,373.892,13.13,13.13,NA,NA,NA,NA,378.144,378.144,NA,365.315,12.829,12.829,NA,NA,NA,NA,392.246,392.246,NA,378.939,13.307,13.307,NA,NA,NA,NA,640.689,640.689,NA,618.953,21.736,21.736,NA,NA,NA,NA,658.111,658.111,NA,635.784,22.327,22.327,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Producción cultural de los hogares,75350.594,75350.594,75350.594,NA,NA,NA,NA,NA,NA,NA,73202.688,73202.688,73202.688,NA,NA,NA,NA,NA,NA,NA,81088.262,81088.262,81088.262,NA,NA,NA,NA,NA,NA,NA,90372.234,90372.234,90372.234,NA,NA,NA,NA,NA,NA,NA,96214.211,96214.211,96214.211,NA,NA,NA,NA,NA,NA,NA,100466.317,100466.317,100466.317,NA,NA,NA,NA,NA,NA,NA,104569.344,104569.344,104569.344,NA,NA,NA,NA,NA,NA,NA,113083.892,113083.892,113083.892,NA,NA,NA,NA,NA,NA,NA,126548.309,126548.309,126548.309,NA,NA,NA,NA,NA,NA,NA,138786.157,138786.157,138786.157,NA,NA,NA,NA,NA,NA,NA,151452.898,151452.898,151452.898,NA,NA,NA,NA,NA,NA,NA,157603.685,157603.685,157603.685,NA,NA,NA,NA,NA,NA,NA
