Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,71113.941,47.665,11.544,71173.15,57267.321,7780.562,1640.338,4475.037,0.973,8.92,67571.579,90.994,20.852,67683.425,54712.205,6993.384,1597.532,4374.183,-1.781,7.902,67354.058,121.367,27.629,67503.054,54387.378,6936.63,1684.893,4480.922,-2.289,15.52,68110.522,99.946,19.234,68229.702,54483.362,7261.954,1796.091,4668.722,1.721,17.85,69661.819,165.243,40.676,69867.738,55651.743,7548.934,1802.434,4841.463,4.937,18.231,69974.855,117.075,27.529,70119.459,54978.756,7965.937,1645.052,5513.307,3.033,13.371,71928.182,110.019,24.493,72062.694,56525.329,8279.242,1166.359,6033.583,2.907,55.275,73954.67,142.502,36.125,74133.297,56605.6,9760.304,1368.775,6375.984,1.661,20.972,76155.928,117.307,29.339,76302.574,59751.003,8040.627,1429.675,7049.696,1.685,29.891,77948.923,93.143,20.61,78062.676,61121.516,8991.016,1419.672,6501.432,1.156,27.881,80092.269,94.753,21.035,80208.057,63187.582,8981.078,1794.163,6236.869,0.455,7.91,78734.548,106.28,24.771,78865.599,62066.401,8249.036,1708.425,6831.364,0.941,9.434
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,11849.127,20.99,6.548,11876.665,6112.188,5639.545,NA,122.418,0.037,2.476,10634.473,50.346,15.827,10700.646,5731.61,4816.401,NA,151.21,0.406,1.019,10738.548,71.956,22.663,10833.167,5798.791,4870.063,NA,163.989,-2.231,2.555,11214.597,45.18,14.125,11273.902,6046.456,5085.946,NA,135.145,0.401,5.953,12252.666,113.937,35.646,12402.249,6767.293,5447.284,NA,178.599,2.57,6.504,12317.969,72.913,22.597,12413.479,6457.013,5799.572,NA,149.63,1.144,6.12,12577.885,62.963,19.626,12660.474,6459.246,6006.534,NA,146.175,0.548,47.971,13547.285,99.068,30.858,13677.211,6336.514,7140.131,NA,186.732,1.636,12.198,10994.613,75.831,23.796,11094.24,5486.872,5390.498,NA,191.969,0.424,24.476,11922.536,47.068,14.781,11984.385,5517.412,6270.105,NA,169.229,0.147,27.492,11653.139,48.163,15.122,11716.424,5389.619,6141.72,NA,180.72,-0.128,4.493,10564.497,59.593,18.582,10642.672,5220.654,5243.296,NA,172.861,-0.342,6.204
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,3021.073,NA,NA,3021.073,3020.784,0.289,NA,NA,NA,NA,2649.357,NA,NA,2649.357,2649.097,0.261,NA,NA,NA,NA,2533.39,NA,NA,2533.39,2533.139,0.251,NA,NA,NA,NA,2365.604,NA,NA,2365.604,2365.348,0.256,NA,NA,NA,NA,2541.493,NA,NA,2541.493,2541.229,0.264,NA,NA,NA,NA,2461.096,NA,NA,2461.096,2460.838,0.258,NA,NA,NA,NA,2556.836,NA,NA,2556.836,2556.611,0.225,NA,NA,NA,NA,2416.311,NA,NA,2416.311,2416.075,0.235,NA,NA,NA,NA,2570.151,NA,NA,2570.151,2569.916,0.236,NA,NA,NA,NA,2505.896,NA,NA,2505.896,2505.726,0.169,NA,NA,NA,NA,2666.609,NA,NA,2666.609,2666.439,0.171,NA,NA,NA,NA,2555.643,NA,NA,2555.643,2555.487,0.156,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,28871.386,3.861,NA,28875.247,24233.497,338.81,NA,4302.941,NA,NA,28896.076,3.941,NA,28900.017,24344.399,382.087,NA,4173.531,NA,NA,28837.997,3.619,NA,28841.616,24238.721,336.827,NA,4266.068,NA,NA,28756.129,3.191,NA,28759.32,23936.374,341.442,NA,4481.503,NA,NA,29301.854,3.182,NA,29305.036,24369.01,326.073,NA,4609.954,NA,NA,29431.873,3.068,NA,29434.941,23781.523,339.934,NA,5313.484,NA,NA,30514.534,3.344,NA,30517.878,24293.243,361.188,NA,5863.448,NA,NA,31939.939,3.456,NA,31943.395,25324.268,445.409,NA,6173.718,NA,NA,34088.042,3.29,NA,34091.332,26779.967,483.143,NA,6828.222,NA,NA,34037.085,3.217,NA,34040.302,27206.615,536.627,NA,6297.059,NA,NA,33818.424,3.202,NA,33821.626,27224.799,563.479,NA,6033.347,NA,NA,34944.786,3.437,NA,34948.223,27752.304,541.754,NA,6654.166,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,507.837,0.624,NA,508.461,124.063,383.236,NA,1.162,NA,NA,466.557,0.639,NA,467.196,118.849,347.329,NA,1.019,NA,NA,448.282,0.624,NA,448.906,122.326,325.568,NA,1.012,NA,NA,454.334,0.624,NA,454.958,127.386,326.517,NA,1.055,NA,NA,490.827,0.635,NA,491.462,130.272,360.128,NA,1.063,NA,NA,496.432,0.617,NA,497.049,133.285,362.754,NA,1.011,NA,NA,509.361,0.676,NA,510.037,133.938,375.056,NA,1.042,NA,NA,481.145,0.699,NA,481.844,127.55,353.207,NA,1.087,NA,NA,494.49,0.674,NA,495.164,125.37,368.661,NA,1.134,NA,NA,470.678,0.685,NA,471.363,124.783,345.42,NA,1.16,NA,NA,492.885,0.727,NA,493.612,127.764,364.673,NA,1.176,NA,NA,484.897,0.756,NA,485.653,132.282,352.187,NA,1.183,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,336.67,NA,NA,336.67,336.665,0.005,NA,NA,NA,NA,316.268,NA,NA,316.268,316.262,0.006,NA,NA,NA,NA,316.517,NA,NA,316.517,316.51,0.006,NA,NA,NA,NA,315.525,NA,NA,315.525,315.518,0.007,NA,NA,NA,NA,341.487,NA,NA,341.487,341.48,0.007,NA,NA,NA,NA,347.202,NA,NA,347.202,347.194,0.007,NA,NA,NA,NA,355.251,NA,NA,355.251,355.244,0.007,NA,NA,NA,NA,342.583,NA,NA,342.583,342.576,0.007,NA,NA,NA,NA,356.037,NA,NA,356.037,356.029,0.007,NA,NA,NA,NA,352.78,NA,NA,352.78,352.772,0.008,NA,NA,NA,NA,371.41,NA,NA,371.41,371.401,0.009,NA,NA,NA,NA,369.377,NA,NA,369.377,369.367,0.01,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,2455.404,NA,4.996,2460.4,2423.827,35.62,NA,0.018,0.936,NA,2363.924,NA,5.025,2368.949,2338.173,32.939,NA,0.024,-2.187,NA,2350.988,NA,4.966,2355.954,2325.516,30.476,NA,0.021,-0.058,NA,2415.176,NA,5.109,2420.285,2388.957,29.987,NA,0.021,1.32,NA,2497.028,NA,5.03,2502.058,2468.932,30.74,NA,0.019,2.367,NA,2310.288,NA,4.932,2315.22,2281.533,31.78,NA,0.017,1.889,NA,2378.937,NA,4.867,2383.804,2349.602,31.818,NA,0.026,2.359,NA,2386.383,NA,5.267,2391.65,2358.339,33.258,NA,0.028,0.025,NA,2480.753,NA,5.543,2486.296,2447.372,37.63,NA,0.035,1.261,NA,2248.766,NA,5.829,2254.595,2220.596,32.959,NA,0.031,1.009,NA,2128.146,NA,5.913,2134.059,2101.07,32.37,NA,0.036,0.583,NA,2176.015,NA,6.189,2182.204,2149.612,31.274,NA,0.036,1.283,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Publicidad,17134.778,11.05,NA,17145.828,17139.077,0.307,NA,NA,NA,6.444,15654.028,24.666,NA,15678.694,15671.578,0.232,NA,NA,NA,6.883,15547.042,34.058,NA,15581.1,15567.946,0.189,NA,NA,NA,12.965,15660.829,39.825,NA,15700.654,15688.575,0.182,NA,NA,NA,11.897,15369.544,36.176,NA,15405.72,15393.829,0.164,NA,NA,NA,11.727,15814.433,28.408,NA,15842.841,15835.414,0.176,NA,NA,NA,7.251,16557.342,29.898,NA,16587.24,16579.784,0.152,NA,NA,NA,7.304,15513.975,25.67,NA,15539.645,15530.736,0.135,NA,NA,NA,8.774,17727.432,24.382,NA,17751.814,17746.26,0.139,NA,NA,NA,5.415,18897.885,28.813,NA,18926.698,18926.183,0.127,NA,NA,NA,0.389,20811.537,28.475,NA,20840.012,20836.479,0.116,NA,NA,NA,3.417,19166.973,27.743,NA,19194.716,19191.388,0.098,NA,NA,NA,3.23
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,5248.83,11.14,NA,5259.97,3877.22,1382.75,NA,NA,NA,NA,4944.965,11.402,NA,4956.367,3542.237,1414.129,NA,NA,NA,NA,4846.569,11.11,NA,4857.679,3484.429,1373.25,NA,NA,NA,NA,5081.24,11.126,NA,5092.366,3614.748,1477.617,NA,NA,NA,NA,5012.658,11.313,NA,5023.971,3639.698,1384.274,NA,NA,NA,NA,5101.344,12.069,NA,5113.413,3681.956,1431.456,NA,NA,NA,NA,5288.785,13.138,NA,5301.923,3797.661,1504.262,NA,NA,NA,NA,5943.855,13.609,NA,5957.464,4169.542,1787.922,NA,NA,NA,NA,5986.399,13.13,NA,5999.529,4239.217,1760.313,NA,NA,NA,NA,6059.671,13.36,NA,6073.031,4267.429,1805.601,NA,NA,NA,NA,6334.365,14.186,NA,6348.551,4470.011,1878.54,NA,NA,NA,NA,6760.817,14.751,NA,6775.568,4695.307,2080.261,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,1688.8360516202235,NA,NA,1688.836,NA,NA,1640.3384768548995,48.4975747653242,NA,NA,1645.9305978707637,NA,NA,1645.931,NA,NA,1597.5317612690171,48.39883660174666,NA,NA,1734.7248598705628,NA,NA,1734.725,NA,NA,1684.8929184194676,49.831941451095176,NA,NA,1847.0882909884772,NA,NA,1847.088,NA,NA,1796.0906896769236,50.99760131155362,NA,NA,1854.2621401254871,NA,NA,1854.262,NA,NA,1802.4337607723205,51.82837935316669,NA,NA,1694.2177614399193,NA,NA,1694.218,NA,NA,1645.0522991244459,49.16546231547348,NA,NA,1189.2506867925986,NA,NA,1189.251,NA,NA,1166.3589131695753,22.891773623023298,NA,NA,1383.1937604759855,NA,NA,1383.194,NA,NA,1368.7750114192136,14.41874905677201,NA,NA,1458.011468998186,NA,NA,1458.011,NA,NA,1429.6754787746004,28.335990223585704,NA,NA,1453.6255334511493,NA,NA,1453.626,NA,NA,1419.672108502713,33.95342494843637,NA,NA,1815.7537423206322,NA,NA,1815.754,NA,NA,1794.1634728842805,21.59026943635173,NA,NA,1711.5429745894849,NA,NA,1711.543,NA,NA,1708.425319189101,3.11765540038385,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,15717.882,35.284,39.473,15792.639,244.362,2666.693,11748.383,1128.374,0.09,4.738,15354.267,49.061,42.997,15446.325,254.123,2528.23,11502.352,1154.664,0.028,6.929,15875.131,33.099,39.489,15947.719,239.179,2444.289,12073.68,1188.947,0.74,0.885,16631.932,32.234,40.689,16704.855,247.103,2528.478,12691.876,1235.168,0.193,2.037,17026.997,28.588,42.146,17097.731,248.219,2786.483,12791.695,1269.822,0.298,1.216,15898.207,43.471,44.423,15986.101,262.156,2707.6,11787.974,1227.493,0.465,0.412,16029.337,54.817,47.333,16131.487,273.036,2584.809,11910.422,1354.521,-0.063,8.763,16736.17,49.495,47.248,16832.913,274.068,2741.756,12465.7,1350.191,0.766,0.433,17396.343,30.341,41.196,17467.88,266.146,2730.691,13136.144,1334.375,0.191,0.334,16933.792,27.709,41.133,17002.634,267.17,2710.999,12730.928,1291.411,0.202,1.926,17789.2,41.051,45.994,17876.245,270.68,2925.657,13170.344,1508.919,0.104,0.541,15872.723,37.928,43.512,15954.163,272.208,2856.521,11786.087,1038.157,0.122,1.068
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,938.38,22.82,35.536,996.736,46.012,333.064,103.494,510.252,0.058,3.856,966.357,32.778,37.853,1036.988,52.019,336.214,105.478,537.475,0.047,5.754,973.447,14.722,33.684,1021.853,37.397,327.671,105.623,550.623,0.289,0.251,1011.362,17.267,35.961,1064.59,41.296,332.331,107.095,582.115,0.147,1.606,1072.273,10.672,36.487,1119.432,38.026,355.273,119.829,605.364,0.088,0.853,1029.62,25.566,38.767,1093.953,47.522,341.706,107.844,596.531,0.279,0.071,1078.893,37.931,41.999,1158.823,52.255,342.863,105.252,649.816,-0.035,8.673,1101.257,26.76,40.066,1168.083,49.307,339.823,112.773,665.589,0.431,0.159,1168.27,15.116,36.387,1219.773,42.206,324.972,120.35,732.099,0.136,0.011,1234.244,11.816,36.113,1282.173,40.906,326.173,133.212,781.63,0.108,0.144,1394.962,23.977,40.601,1459.54,45.296,443.384,141.142,829.539,0.086,0.091,1293.736,17.571,37.082,1348.389,42.207,433.297,135.023,737.743,0.094,0.025
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,1689.343,12.464,3.937,1705.744,10.284,1694.093,NA,0.454,0.032,0.882,1597.318,16.283,5.144,1618.745,13.476,1603.336,NA,0.778,-0.019,1.175,1507.7,18.377,5.805,1531.882,13.134,1514.002,NA,3.661,0.451,0.634,1568.327,14.967,4.728,1588.022,10.722,1573.279,NA,3.544,0.046,0.431,1723.557,17.916,5.659,1747.132,12.948,1729.244,NA,4.369,0.21,0.363,1649.259,17.905,5.656,1672.82,12.753,1654.752,NA,4.788,0.186,0.341,1558.867,16.886,5.334,1581.087,11.577,1564.443,NA,5.005,-0.028,0.09,1695.865,22.735,7.182,1725.782,14.868,1703.299,NA,7.007,0.335,0.274,1659.53,15.225,4.809,1679.564,9.398,1664.483,NA,5.305,0.055,0.323,1618.104,15.893,5.02,1639.017,9.107,1623.406,NA,4.629,0.094,1.782,1719.046,17.074,5.393,1741.513,9.039,1727.168,NA,4.839,0.018,0.45,1682.405,20.357,6.43,1709.192,12.859,1692.408,NA,2.854,0.028,1.043
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,201.767,NA,NA,201.767,187.993,13.774,NA,NA,NA,NA,202.171,NA,NA,202.171,188.56,13.611,NA,NA,NA,NA,202.37,NA,NA,202.37,188.58,13.79,NA,NA,NA,NA,209.029,NA,NA,209.029,195.014,14.015,NA,NA,NA,NA,211.45,NA,NA,211.45,197.17,14.279,NA,NA,NA,NA,216.496,NA,NA,216.496,201.807,14.689,NA,NA,NA,NA,224.29,NA,NA,224.29,209.128,15.162,NA,NA,NA,NA,224.506,NA,NA,224.506,209.813,14.693,NA,NA,NA,NA,229.269,NA,NA,229.269,214.461,14.808,NA,NA,NA,NA,231.867,NA,NA,231.867,217.074,14.793,NA,NA,NA,NA,231.001,NA,NA,231.001,216.26,14.742,NA,NA,NA,NA,231.867,NA,NA,231.867,217.057,14.81,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,625.835,NA,NA,625.835,0.073,625.762,NA,NA,NA,NA,575.136,NA,NA,575.136,0.068,575.069,NA,NA,NA,NA,588.894,NA,NA,588.894,0.068,588.826,NA,NA,NA,NA,608.924,NA,NA,608.924,0.071,608.853,NA,NA,NA,NA,687.762,NA,NA,687.762,0.075,687.687,NA,NA,NA,NA,696.527,NA,NA,696.527,0.074,696.453,NA,NA,NA,NA,662.417,NA,NA,662.417,0.076,662.341,NA,NA,NA,NA,684.02,NA,NA,684.02,0.08,683.941,NA,NA,NA,NA,726.509,NA,NA,726.509,0.081,726.428,NA,NA,NA,NA,746.71,NA,NA,746.71,0.083,746.627,NA,NA,NA,NA,740.448,NA,NA,740.448,0.085,740.363,NA,NA,NA,NA,716.091,NA,NA,716.091,0.085,716.006,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,12262.556624703679,NA,NA,12262.557,NA,NA,11644.888513791084,617.6681109125951,NA,NA,12013.284840855005,NA,NA,12013.285,NA,NA,11396.874265298911,616.4105755560948,NA,NA,12602.719656859052,NA,NA,12602.72,NA,NA,11968.056969329933,634.6626875291186,NA,NA,13234.28964769664,NA,NA,13234.29,NA,NA,12584.781044109657,649.5086035869829,NA,NA,13331.955024712737,NA,NA,13331.955,NA,NA,12671.865580619113,660.0894440936239,NA,NA,12306.304824976232,NA,NA,12306.305,NA,NA,11680.130456928122,626.1743680481109,NA,NA,12504.87018133656,NA,NA,12504.87,NA,NA,11805.17042495027,699.6997563862894,NA,NA,13030.52162348331,NA,NA,13030.522,NA,NA,12352.927076026557,677.5945474567527,NA,NA,13612.764697431714,NA,NA,13612.765,NA,NA,13015.793534683371,596.9711627483431,NA,NA,13102.867298752335,NA,NA,13102.867,NA,NA,12597.71568399838,505.1516147539548,NA,NA,13703.743091288177,NA,NA,13703.743,NA,NA,13029.202381642497,674.540709645681,NA,NA,11948.62445628144,NA,NA,11948.624,NA,NA,11651.064382816541,297.5600734649006,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,29087.739,NA,NA,29087.739,1347.722,27740.016,NA,NA,NA,NA,29420.031,NA,NA,29420.031,1416.773,28003.258,NA,NA,NA,NA,29061.993,NA,NA,29061.993,1392.168,27669.825,NA,NA,NA,NA,30304.583,NA,NA,30304.583,1478.322,28826.261,NA,NA,NA,NA,30801.254,NA,NA,30801.254,1542.271,29258.983,NA,NA,NA,NA,30854.767,NA,NA,30854.767,1510.408,29344.359,NA,NA,NA,NA,31320.334,NA,NA,31320.334,1599.332,29721.002,NA,NA,NA,NA,31691.51,NA,NA,31691.51,1687.765,30003.745,NA,NA,NA,NA,32350.457,NA,NA,32350.457,1801.466,30548.99,NA,NA,NA,NA,33108.209,NA,NA,33108.209,1828.065,31280.145,NA,NA,NA,NA,34076.316,NA,NA,34076.316,1885.439,32190.876,NA,NA,NA,NA,34293.445,NA,NA,34293.445,1788.272,32505.173,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Pública,14276.411,NA,NA,14276.411,661.4690675157599,13614.94193248424,NA,NA,NA,NA,14497.127,NA,NA,14497.127,698.1343267045881,13798.992673295412,NA,NA,NA,NA,14103.827,NA,NA,14103.827,675.6211170225565,13428.205882977443,NA,NA,NA,NA,14952.262,NA,NA,14952.262,729.4031046943592,14222.858895305642,NA,NA,NA,NA,15107.277,NA,NA,15107.277,756.4472050895325,14350.829794910467,NA,NA,NA,NA,14970.074,NA,NA,14970.074,732.817582830309,14237.256417169692,NA,NA,NA,NA,15124.002,NA,NA,15124.002,772.2873153875953,14351.714684612405,NA,NA,NA,NA,15426.993,NA,NA,15426.993,821.5810231412443,14605.411976858755,NA,NA,NA,NA,15736.492,NA,NA,15736.492,876.3013701698103,14860.19062983019,NA,NA,NA,NA,16162.1,NA,NA,16162.1,892.3880501996285,15269.711949800372,NA,NA,NA,NA,16526.65,NA,NA,16526.65,914.4177035898441,15612.232296410157,NA,NA,NA,NA,16543.94,NA,NA,16543.94,862.703238021099,15681.2367619789,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Privada,8473.148,NA,NA,8473.148,360.088,8113.059,NA,NA,NA,NA,8527.386,NA,NA,8527.386,381.512,8145.874,NA,NA,NA,NA,8643.962,NA,NA,8643.962,382.846,8261.116,NA,NA,NA,NA,8810.413,NA,NA,8810.413,401.177,8409.236,NA,NA,NA,NA,9076.532,NA,NA,9076.532,426.317,8650.215,NA,NA,NA,NA,9266.815,NA,NA,9266.815,426.501,8840.314,NA,NA,NA,NA,9520.561,NA,NA,9520.561,459.888,9060.673,NA,NA,NA,NA,9520.778,NA,NA,9520.778,483.313,9037.466,NA,NA,NA,NA,9753.937,NA,NA,9753.937,520.914,9233.022,NA,NA,NA,NA,9956.078,NA,NA,9956.078,529.364,9426.715,NA,NA,NA,NA,10460.403,NA,NA,10460.403,559.922,9900.48,NA,NA,NA,NA,10680.594,NA,NA,10680.594,538.173,10142.421,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Pública,5658.975,NA,NA,5658.975,262.1973349145662,5396.777665085434,NA,NA,NA,NA,5730.566,NA,NA,5730.566,275.96535755299686,5454.600642447003,NA,NA,NA,NA,5649.952,NA,NA,5649.952,270.6518508319641,5379.300149168036,NA,NA,NA,NA,5888.793,NA,NA,5888.793,287.2678325929822,5601.525167407018,NA,NA,NA,NA,5952.768,NA,NA,5952.768,298.06527782249617,5654.702722177504,NA,NA,NA,NA,5945.644,NA,NA,5945.644,291.0521661048255,5654.591833895175,NA,NA,NA,NA,5981.539,NA,NA,5981.539,305.4394396533537,5676.099560346646,NA,NA,NA,NA,6046.095,NA,NA,6046.095,321.99126013145667,5724.103739868544,NA,NA,NA,NA,6169.317,NA,NA,6169.317,343.5442244759444,5825.772775524056,NA,NA,NA,NA,6299.338,NA,NA,6299.338,347.81705071546565,5951.520949284534,NA,NA,NA,NA,6397.537,NA,NA,6397.537,353.9750095857939,6043.561990414207,NA,NA,NA,NA,6388.634,NA,NA,6388.634,333.14284495299705,6055.491155047003,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Privada,679.205,NA,NA,679.205,63.968,615.237,NA,NA,NA,NA,664.952,NA,NA,664.952,61.161,603.791,NA,NA,NA,NA,664.252,NA,NA,664.252,63.049,601.203,NA,NA,NA,NA,653.115,NA,NA,653.115,60.474,592.641,NA,NA,NA,NA,664.677,NA,NA,664.677,61.442,603.235,NA,NA,NA,NA,672.234,NA,NA,672.234,60.037,612.197,NA,NA,NA,NA,694.232,NA,NA,694.232,61.717,632.515,NA,NA,NA,NA,697.644,NA,NA,697.644,60.88,636.763,NA,NA,NA,NA,690.711,NA,NA,690.711,60.706,630.005,NA,NA,NA,NA,690.693,NA,NA,690.693,58.496,632.197,NA,NA,NA,NA,691.726,NA,NA,691.726,57.124,634.602,NA,NA,NA,NA,680.277,NA,NA,680.277,54.253,626.024,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Producción cultural de los hogares,95916.44,NA,NA,95916.44,NA,95916.44,NA,NA,NA,NA,88535.249,NA,NA,88535.249,NA,88535.249,NA,NA,NA,NA,93117.162,NA,NA,93117.162,NA,93117.162,NA,NA,NA,NA,97809.524,NA,NA,97809.524,NA,97809.524,NA,NA,NA,NA,100025.066,NA,NA,100025.066,NA,100025.066,NA,NA,NA,NA,100466.317,NA,NA,100466.317,NA,100466.317,NA,NA,NA,NA,100582.37,NA,NA,100582.37,NA,100582.37,NA,NA,NA,NA,103438.557,NA,NA,103438.557,NA,103438.557,NA,NA,NA,NA,108719.403,NA,NA,108719.403,NA,108719.403,NA,NA,NA,NA,111881.192,NA,NA,111881.192,NA,111881.192,NA,NA,NA,NA,117669.322,NA,NA,117669.322,NA,117669.322,NA,NA,NA,NA,116753.115,NA,NA,116753.115,NA,116753.115,NA,NA,NA,NA
